Source,Target,Weight,Year,Type
pest management method,product insect pest,0.9900990099009901,2020,Undirected
invertebrate specie,species conservation,0.9900990099009901,2020,Undirected
crop protection,insect pest control,0.9900990099009901,2020,Undirected
crop protection,mode of action,0.9900990099009901,2020,Undirected
crop protection,plant secondary metabolite,0.9900990099009901,2020,Undirected
crop protection,secondary metabolite,0.9900990099009901,2020,Undirected
invertebrate specie,population size,0.9900990099009901,2020,Undirected
invertebrate specie,red list,0.9900990099009901,2020,Undirected
pest management practice,storage practice,0.9900990099009901,2020,Undirected
crop protection,synthetic pesticide,0.9900990099009901,2020,Undirected
bee colony loss,insect taxon,0.9900990099009901,2020,Undirected
evolutionary developmental biology,neural crest cells,0.9900990099009901,2020,Undirected
evolutionary developmental biology,neural crest,0.9900990099009901,2020,Undirected
evolutionary developmental biology,invertebrate chordate,0.9900990099009901,2020,Undirected
pest management method,pics bag,0.9900990099009901,2020,Undirected
double strand rna,sex peptide receptor,0.9900990099009901,2020,Undirected
invertebrate specie,iucn red list,0.9900990099009901,2020,Undirected
pest management practice,primary insect pest,0.9900990099009901,2020,Undirected
invertebrate pest,winter cover crop,0.9900990099009901,2020,Undirected
mediterranean fruit fly ceratitis capitata,of plant,0.9900990099009901,2020,Undirected
bat activity,forest type,0.9900990099009901,2020,Undirected
bat activity,forest plantation,0.9900990099009901,2020,Undirected
bat activity,environmental impact assessment,0.9900990099009901,2020,Undirected
invertebrate chordate,neural crest cells,0.9900990099009901,2020,Undirected
bat activity,cotton field,0.9900990099009901,2020,Undirected
invertebrate chordate,neural crest,0.9900990099009901,2020,Undirected
developmental stage,life stage,0.9900990099009901,2020,Undirected
invertebrate chordate amphioxus,transcription factor,0.9900990099009901,2020,Undirected
grain sorghum,sorghum bicolor l moench,0.9900990099009901,2020,Undirected
grain sorghum,insecticide application,0.9900990099009901,2020,Undirected
grain sorghum,southeastern united states,0.9900990099009901,2020,Undirected
invertebrate community,invertebrate diversity,0.9900990099009901,2020,Undirected
invertebrate community,riparian zone,0.9900990099009901,2020,Undirected
bat activity,species composition,0.9900990099009901,2020,Undirected
invertebrate diversity,riparian zone,0.9900990099009901,2020,Undirected
invertebrate pest,predatory arthropod,0.9900990099009901,2020,Undirected
invertebrate pest,organic management,0.9900990099009901,2020,Undirected
malaise trap,species diversity,0.9900990099009901,2020,Undirected
malpighian tubule,osmoregulatory organ,0.9900990099009901,2020,Undirected
double strand rna,olive fruit fly,0.9900990099009901,2020,Undirected
wild pollinator,wild pollinator community,0.9900990099009901,2020,Undirected
insect conservation,insect decline,0.9900990099009901,2020,Undirected
australian national insect collection,insect collection,0.9900990099009901,2020,Undirected
grain quality,hermetic storage technology,0.9900990099009901,2020,Undirected
grain quality,small scale farmer,0.9900990099009901,2020,Undirected
insect conservation,insect population,0.9900990099009901,2020,Undirected
soil health,soil ph,0.9900990099009901,2020,Undirected
host shift,novel host,0.9900990099009901,2020,Undirected
grain quality,post harvest loss,0.9900990099009901,2020,Undirected
bt corn,major target pest,0.9900990099009901,2020,Undirected
invasive non native specie,non native specie,0.9900990099009901,2020,Undirected
eusocial bee,ovarian development,0.9900990099009901,2020,Undirected
green peach aphid,percentage of parasitism,0.9900990099009901,2020,Undirected
green peach aphid,target pest,0.9900990099009901,2020,Undirected
green peach aphid,mexican bean beetle,0.9900990099009901,2020,Undirected
neotropical leaf nosed bat,plain language summary,0.9900990099009901,2020,Undirected
cash crop,cover crop treatment,0.9900990099009901,2020,Undirected
bt cotton plant,field population,0.9900990099009901,2020,Undirected
soil depth,wet season,0.9900990099009901,2020,Undirected
bt cotton plant,cotton cultivar,0.9900990099009901,2020,Undirected
of plant,plant diversity,0.9900990099009901,2020,Undirected
soil layer,trophic group,0.9900990099009901,2020,Undirected
plant pathogen,rate of parasitism,0.9900990099009901,2020,Undirected
eusocial bee,sweat bee,0.9900990099009901,2020,Undirected
cash crop,cover crop,0.9900990099009901,2020,Undirected
plant essential oil,store grain insect pest,0.9900990099009901,2020,Undirected
plant essential oil,red flour beetle,0.9900990099009901,2020,Undirected
cash crop,winter cover crop,0.9900990099009901,2020,Undirected
cash crop,predatory arthropod,0.9900990099009901,2020,Undirected
honey bee apis mellifera,wild bee population,0.9900990099009901,2020,Undirected
agricultural soil,nematode specie,0.9900990099009901,2020,Undirected
dry mass,resistant genotype,0.9900990099009901,2020,Undirected
agricultural soil,infective juveniles,0.9900990099009901,2020,Undirected
agricultural soil,entomopathogenic nematode specie,0.9900990099009901,2020,Undirected
plant pest,sustainable agriculture,0.9900990099009901,2020,Undirected
cash crop,organic management,0.9900990099009901,2020,Undirected
plant diversity,shannon wiener index,0.9900990099009901,2020,Undirected
cash crop,invertebrate pest,0.9900990099009901,2020,Undirected
cash crop,crop damage,0.9900990099009901,2020,Undirected
agricultural soil,chemical insecticide,0.9900990099009901,2020,Undirected
africanized honeybee,forest fragment,0.9900990099009901,2020,Undirected
plant essential oil,tribolium castaneum,0.9900990099009901,2020,Undirected
insect crop pest,of semiochemical,0.9900990099009901,2020,Undirected
integrate pest management practice,ipm practice,0.9900990099009901,2020,Undirected
plant pest,synthetic pesticide,0.9900990099009901,2020,Undirected
crop specie,host specificity testing,0.9900990099009901,2020,Undirected
crop specie,non target specie,0.9900990099009901,2020,Undirected
essential ecosystem service,key ecosystem service,0.9900990099009901,2020,Undirected
essential ecosystem service,pollination of plant,0.9900990099009901,2020,Undirected
soil depth,soil moisture,0.9900990099009901,2020,Undirected
continental slope,pacific ocean,0.9900990099009901,2020,Undirected
essential ecosystem service,high specie richness,0.9900990099009901,2020,Undirected
essential ecosystem service,forest edge,0.9900990099009901,2020,Undirected
africanized honeybee,ground nest bee,0.9900990099009901,2020,Undirected
erythrocyte sedimentation rate,serum amyloid,0.9900990099009901,2020,Undirected
egg parasitism,integrate pest management approach,0.9900990099009901,2020,Undirected
insectivorous bat,key ecosystem service,0.9900990099009901,2020,Undirected
plant tissue,selection pressure,0.9900990099009901,2020,Undirected
of pesticide,pest resistance,0.9900990099009901,2020,Undirected
essential oil,less grain borer,0.9900990099009901,2020,Undirected
soil layer,vertical distribution,0.9900990099009901,2020,Undirected
soil depth,vertical distribution,0.9900990099009901,2020,Undirected
essential oil,major pest,0.9900990099009901,2020,Undirected
soil depth,trophic group,0.9900990099009901,2020,Undirected
bt corn,non target pest,0.9900990099009901,2020,Undirected
plant secondary metabolite,synthetic pesticide,0.9900990099009901,2020,Undirected
green space,habitat structure,0.9900990099009901,2020,Undirected
essential oil,lepidopteran insect pest,0.9900990099009901,2020,Undirected
plant species richness,solitary bee,0.9900990099009901,2020,Undirected
essential oil,store grain insect pest,0.9900990099009901,2020,Undirected
essential oil,red flour beetle,0.9900990099009901,2020,Undirected
essential oil,tribolium castaneum,0.9900990099009901,2020,Undirected
essential oil,store product insect pest,0.9900990099009901,2020,Undirected
bat specie,old world fruit bat,0.9900990099009901,2020,Undirected
invasive non native specie,symbiont diversity,0.9900990099009901,2020,Undirected
honey bee apis mellifera,wild bee specie,0.9900990099009901,2020,Undirected
grasshopper specie,microbial community,0.9900990099009901,2020,Undirected
crop rotation,pest management tool,0.9900990099009901,2020,Undirected
soil layer,soil nematode community,0.9900990099009901,2020,Undirected
western indian ocean,western pacific ocean,0.9900990099009901,2020,Undirected
adult fly,fatty acid profile,0.9900990099009901,2020,Undirected
phylogenetic signal,reproductive mode,0.9900990099009901,2020,Undirected
phylogenetic signal,sister species,0.9900990099009901,2020,Undirected
phylogenetic signal,species rich group,0.9900990099009901,2020,Undirected
crop rotation,specie of nematode,0.9900990099009901,2020,Undirected
intraguild predation,terrestrial insects,0.9900990099009901,2020,Undirected
intraguild predation,terrestrial ecosystem,0.9900990099009901,2020,Undirected
phylogenetic tree,range expansion,0.9900990099009901,2020,Undirected
intraguild predation,predation pressure,0.9900990099009901,2020,Undirected
intraguild predation,invertebrate community,0.9900990099009901,2020,Undirected
intra specific variation,natural variation,0.9900990099009901,2020,Undirected
intraspecific variation,species distribution model,0.9900990099009901,2020,Undirected
grasshopper specie,important ecosystem service,0.9900990099009901,2020,Undirected
phorid fly,species rich group,0.9900990099009901,2020,Undirected
invasive alien plant,weed biological control,0.9900990099009901,2020,Undirected
invasive non native specie,local biodiversity,0.9900990099009901,2020,Undirected
invasive mammal,long term conservation,0.9900990099009901,2020,Undirected
invasive insect pest,synthetic insecticide,0.9900990099009901,2020,Undirected
invasive insect pest,primary insect pest,0.9900990099009901,2020,Undirected
invasive insect pest,method of control,0.9900990099009901,2020,Undirected
abundance of pollinator,terrestrial ecosystem,0.9900990099009901,2020,Undirected
invasive insect pest,maize field,0.9900990099009901,2020,Undirected
diet composition,weed specie,0.9900990099009901,2020,Undirected
soil layer,soil moisture,0.9900990099009901,2020,Undirected
aquatic – terrestrial linkage,insect prey,0.9900990099009901,2020,Undirected
invasive alien specie,wild bee diversity,0.9900990099009901,2020,Undirected
aquatic – terrestrial linkage,riparian food webs,0.9900990099009901,2020,Undirected
diet composition,weed control,0.9900990099009901,2020,Undirected
abundance of pest,citrus orchard,0.9900990099009901,2020,Undirected
weed control,yellow sticky trap,0.9900990099009901,2020,Undirected
bird community,south america,0.9900990099009901,2020,Undirected
viral haemorrhagic septicaemia virus,zebrafish larvae,0.9900990099009901,2020,Undirected
vertical distribution,wet season,0.9900990099009901,2020,Undirected
honey bee colony loss,insect taxon,0.9900990099009901,2020,Undirected
adult fly,genus drosophila,0.9900990099009901,2020,Undirected
adult fly,melanogaster species group,0.9900990099009901,2020,Undirected
host specificity testing,non target specie,0.9900990099009901,2020,Undirected
adult fly,specie of drosophila,0.9900990099009901,2020,Undirected
nature reserve,shannon wiener index,0.9900990099009901,2020,Undirected
host symbiont association,transposable element,0.9900990099009901,2020,Undirected
pitfall trap,species diversity,0.9900990099009901,2020,Undirected
host symbiont interaction,temperature preference,0.9900990099009901,2020,Undirected
caste determination,worker bee,0.9900990099009901,2020,Undirected
caste determination,worker larvae,0.9900990099009901,2020,Undirected
integrate pest management system,phlyctinus callosus,0.9900990099009901,2020,Undirected
great tit,harmonia axyridis,0.9900990099009901,2020,Undirected
conservation action,majority of specie,0.9900990099009901,2020,Undirected
dietary ecology,neotropical leaf nosed bat,0.9900990099009901,2020,Undirected
abundance of pollinator,important ecosystem service,0.9900990099009901,2020,Undirected
great tit,wild bird,0.9900990099009901,2020,Undirected
evolution of insect,molecular mechanism,0.9900990099009901,2020,Undirected
evolution of insect,life history strategy,0.9900990099009901,2020,Undirected
weed control,weed specie,0.9900990099009901,2020,Undirected
dietary ecology,free plain language summary,0.9900990099009901,2020,Undirected
dietary ecology,plain language summary,0.9900990099009901,2020,Undirected
honey bee colony loss,honey bee physiology,0.9900990099009901,2020,Undirected
bird community,urban area,0.9900990099009901,2020,Undirected
soil layer,soil sample,0.9900990099009901,2020,Undirected
crop sequence,soil nematode community,0.9900990099009901,2020,Undirected
dietary ecology,morphological diversity,0.9900990099009901,2020,Undirected
predation risk,predator cues,0.9900990099009901,2020,Undirected
insect assemblage,water chemistry,0.9900990099009901,2020,Undirected
species conservation,species list,0.9900990099009901,2020,Undirected
invertebrate specie,species list,0.9900990099009901,2020,Undirected
rice field,species diversity,0.9900990099009901,2020,Undirected
rice insect pest,species diversity,0.9900990099009901,2020,Undirected
breed season,early life stage,0.9900990099009901,2020,Undirected
conventional farming,fruit orchard,0.9900990099009901,2020,Undirected
economic threshold,primary insect pest,0.9900990099009901,2020,Undirected
economic threshold,pest management practice,0.9900990099009901,2020,Undirected
economic threshold,insecticide,0.9900990099009901,2020,Undirected
economic threshold,insecticide program,0.9900990099009901,2020,Undirected
economic threshold,insecticide input,0.9900990099009901,2020,Undirected
serious insect pest,western flower thrip,0.9900990099009901,2020,Undirected
rice field,rice insect pest,0.9900990099009901,2020,Undirected
ecosystem function,global food crop,0.9900990099009901,2020,Undirected
ecosystem function,non bee pollinator,0.9900990099009901,2020,Undirected
insect pest infestation,soybean plant,0.9900990099009901,2020,Undirected
insect pest infestation,reproductive output,0.9900990099009901,2020,Undirected
abundance of insect,terrestrial ecosystem,0.9900990099009901,2020,Undirected
insect pest infestation,pest community,0.9900990099009901,2020,Undirected
insect pest infestation,pest abundance,0.9900990099009901,2020,Undirected
high conservation priority,invertebrate derive dna,0.9900990099009901,2020,Undirected
conventional farming,flower strip,0.9900990099009901,2020,Undirected
insect pest infestation,leaf damage,0.9900990099009901,2020,Undirected
conservation of pollinator,wild bee population,0.9900990099009901,2020,Undirected
species distribution,worker caste,0.9900990099009901,2020,Undirected
rice field,specie of predator,0.9900990099009901,2020,Undirected
rice field,study site,0.9900990099009901,2020,Undirected
insect pest infestation,non crop plant,0.9900990099009901,2020,Undirected
insect pest infestation,soybean yield,0.9900990099009901,2020,Undirected
sequence identity,vertebrate lineage,0.9900990099009901,2020,Undirected
biological control program,lepidopteran species,0.9900990099009901,2020,Undirected
breed habitat,food limitation,0.9900990099009901,2020,Undirected
breed habitat,population size,0.9900990099009901,2020,Undirected
sequence identity,suck insect,0.9900990099009901,2020,Undirected
honey bee population,wild plant,0.9900990099009901,2020,Undirected
black queen cell virus,honey bee survival,0.9900990099009901,2020,Undirected
soybean plant,soybean yield,0.9900990099009901,2020,Undirected
high specie diversity,specie of pollinator,0.9900990099009901,2020,Undirected
high specie diversity,urban area,0.9900990099009901,2020,Undirected
breed habitat,habitat loss,0.9900990099009901,2020,Undirected
breed habitat,extinction risk,0.9900990099009901,2020,Undirected
damage insect pest,ripe fruit,0.9900990099009901,2020,Undirected
high specie diversity,urban environment,0.9900990099009901,2020,Undirected
root knot nematode,sustainable agriculture,0.9900990099009901,2020,Undirected
road kill,wildlife vehicle collision,0.9900990099009901,2020,Undirected
road kill,spatial pattern,0.9900990099009901,2020,Undirected
biological control program,insect pest specie,0.9900990099009901,2020,Undirected
honey bee population,honey bee viruse,0.9900990099009901,2020,Undirected
asian citrus psyllid,insecticide program,0.9900990099009901,2020,Undirected
asian citrus psyllid,pest management scheme,0.9900990099009901,2020,Undirected
species boundary,ultraconserved element,0.9900990099009901,2020,Undirected
azinphos methyl,different management practice,0.9900990099009901,2020,Undirected
insect pest control,secondary metabolite,0.9900990099009901,2020,Undirected
insect pest control,plant secondary metabolite,0.9900990099009901,2020,Undirected
conventional farming,herbicide application,0.9900990099009901,2020,Undirected
risk assessment,sustainable agriculture,0.9900990099009901,2020,Undirected
biological control program,cotton insect pest,0.9900990099009901,2020,Undirected
spatial pattern,wildlife vehicle collision,0.9900990099009901,2020,Undirected
azinphos methyl,moth population,0.9900990099009901,2020,Undirected
insect behavior,sensory neuron membrane protein,0.9900990099009901,2020,Undirected
diversity index,insect pest population,0.9900990099009901,2020,Undirected
insect behavior,odorant receptor,0.9900990099009901,2020,Undirected
insect pest control,mode of action,0.9900990099009901,2020,Undirected
root knot nematode,vegetable crop,0.9900990099009901,2020,Undirected
insect pest infestation,vegetable production,0.9900990099009901,2020,Undirected
conventional farming,enemy population,0.9900990099009901,2020,Undirected
conservation concern,insect community structure,0.9900990099009901,2020,Undirected
specie of pollinator,wild bee population,0.9900990099009901,2020,Undirected
specie of pollinator,urban environment,0.9900990099009901,2020,Undirected
herbivorous insect community,insect species richness,0.9900990099009901,2020,Undirected
hermetic storage technology,post harvest loss,0.9900990099009901,2020,Undirected
hermetic storage technology,small scale farmer,0.9900990099009901,2020,Undirected
south american tomato pinworm,tuta absoluta,0.9900990099009901,2020,Undirected
damage level,habitat,0.9900990099009901,2020,Undirected
damage level,rice crop,0.9900990099009901,2020,Undirected
specie of pollinator,urban area,0.9900990099009901,2020,Undirected
control site,russian far east,0.9900990099009901,2020,Undirected
early vertebrate evolution,protein family,0.9900990099009901,2020,Undirected
diverse insect specie,regulatory mechanism,0.9900990099009901,2020,Undirected
conservation concern,habitat type,0.9900990099009901,2020,Undirected
arthropod pest,storage insect pest,0.9900990099009901,2020,Undirected
beauveria bassiana,insect pest specie,0.9900990099009901,2020,Undirected
effective biological control,landscape factor,0.9900990099009901,2020,Undirected
beauveria bassiana,cotton insect pest,0.9900990099009901,2020,Undirected
beauveria bassiana,biological control program,0.9900990099009901,2020,Undirected
specie of predator,study site,0.9900990099009901,2020,Undirected
arabian peninsula,historical biogeography,0.9900990099009901,2020,Undirected
conservation concern,fitness cost,0.9900990099009901,2020,Undirected
reproductive output,soybean plant,0.9900990099009901,2020,Undirected
conservation concern,monarch butterflies,0.9900990099009901,2020,Undirected
soil sample,vertical distribution,0.9900990099009901,2020,Undirected
south america,specie of bird,0.9900990099009901,2020,Undirected
south america,urban area,0.9900990099009901,2020,Undirected
control site,far east,0.9900990099009901,2020,Undirected
arthropod pest,red spider mite,0.9900990099009901,2020,Undirected
arthropod pest,smallhold farmer,0.9900990099009901,2020,Undirected
reproductive output,soybean yield,0.9900990099009901,2020,Undirected
ecosystem function,microbial diversity,0.9900990099009901,2020,Undirected
biological control program,pest control practice,0.9900990099009901,2020,Undirected
argentine ant,chemical cue,0.9900990099009901,2020,Undirected
conservation effort,mate system,0.9900990099009901,2020,Undirected
conservation effort,native plant specie,0.9900990099009901,2020,Undirected
ecosystem process,key ecosystem service,0.9900990099009901,2020,Undirected
ecosystem process,sustainable development goals,0.9900990099009901,2020,Undirected
ecosystem process,non consumptive effect,0.9900990099009901,2020,Undirected
conservation effort,south western australia,0.9900990099009901,2020,Undirected
conservation effort,urban landscape,0.9900990099009901,2020,Undirected
control site,oribatid mite community,0.9900990099009901,2020,Undirected
control site,specie of bird,0.9900990099009901,2020,Undirected
conventional farming,diet composition,0.9900990099009901,2020,Undirected
inquiline social parasite,social parasitism,0.9900990099009901,2020,Undirected
sex determination mechanism,vertebrate species,0.9900990099009901,2020,Undirected
resource availability,social insect population,0.9900990099009901,2020,Undirected
early vertebrate evolution,vertebrate head,0.9900990099009901,2020,Undirected
inflammatory bowel disease,vasoactive intestinal polypeptide,0.9900990099009901,2020,Undirected
accessory gland protein,freshwater snails,0.9900990099009901,2020,Undirected
conservation effort,habitat loss,0.9900990099009901,2020,Undirected
soil sample,wet season,0.9900990099009901,2020,Undirected
argentine ant,floral visitor,0.9900990099009901,2020,Undirected
edible insect,food security,0.9900990099009901,2020,Undirected
bacterial community,infective juveniles,0.9900990099009901,2020,Undirected
control site,high specie richness,0.9900990099009901,2020,Undirected
bacterial community,steinernema entomopathogenic nematode,0.9900990099009901,2020,Undirected
biological control program,plant defense,0.9900990099009901,2020,Undirected
specie of bird,urban area,0.9900990099009901,2020,Undirected
early vertebrate evolution,jawless vertebrate,0.9900990099009901,2020,Undirected
broad spectrum insecticide,insect crop pest,0.9900990099009901,2020,Undirected
broad spectrum insecticide,hematophagous insects,0.9900990099009901,2020,Undirected
high conservation concern,large bodied specie,0.9900990099009901,2020,Undirected
conservation effort,effect of fragmentation,0.9900990099009901,2020,Undirected
conservation effort,fragment landscape,0.9900990099009901,2020,Undirected
broad spectrum insecticide,of semiochemical,0.9900990099009901,2020,Undirected
beauveria bassiana,lepidopteran species,0.9900990099009901,2020,Undirected
breed habitat,conservation priority,0.9900990099009901,2020,Undirected
conventional insecticide,store product insect,0.9900990099009901,2020,Undirected
diversity of insect,nature reserve,0.9900990099009901,2020,Undirected
insect meal,store product insect,0.9900990099009901,2020,Undirected
biological control services,pest pressure,0.9900990099009901,2020,Undirected
diversity of insect,shannon wiener index,0.9900990099009901,2020,Undirected
diversity of insect,forest edge,0.9900990099009901,2020,Undirected
biological control services,winter cover crop,0.9900990099009901,2020,Undirected
south eastern australia,storage insect pest,0.9900990099009901,2020,Undirected
insect management,of plant,0.9900990099009901,2020,Undirected
insect management,plant diversity,0.9900990099009901,2020,Undirected
conservation interest,fire ant,0.9900990099009901,2020,Undirected
conservation interest,invertebrate community,0.9900990099009901,2020,Undirected
biological pest control,predation rate,0.9900990099009901,2020,Undirected
biological pest control,significant economic loss,0.9900990099009901,2020,Undirected
diversity of insect,plant diversity,0.9900990099009901,2020,Undirected
biological control services,insecticide input,0.9900990099009901,2020,Undirected
biological control services,farming practice,0.9900990099009901,2020,Undirected
sea level rise,seasonal change,0.9900990099009901,2020,Undirected
south western australia,urban landscape,0.9900990099009901,2020,Undirected
abundance of bird,forest patch,0.9900990099009901,2020,Undirected
blood meal,flight muscle,0.9900990099009901,2020,Undirected
biological control services,pest control agent,0.9900990099009901,2020,Undirected
high predation rate,of insecticide,0.9900990099009901,2020,Undirected
biological control services,cover crop,0.9900990099009901,2020,Undirected
ecological niche model,potential distribution,0.9900990099009901,2020,Undirected
southeastern united states,sugarcane aphid,0.9900990099009901,2020,Undirected
active ingredient,green peach aphid,0.9900990099009901,2020,Undirected
active ingredient,flea beetle,0.9900990099009901,2020,Undirected
active ingredient,mexican bean beetle,0.9900990099009901,2020,Undirected
active ingredient,colorado potato beetle,0.9900990099009901,2020,Undirected
biological control services,biological pest control agent,0.9900990099009901,2020,Undirected
biological pest control,predator specie,0.9900990099009901,2020,Undirected
conventional farming,organic grower,0.9900990099009901,2020,Undirected
conservation outcome,south wales,0.9900990099009901,2020,Undirected
conventional farming,pest control service,0.9900990099009901,2020,Undirected
semi natural grassland,species distribution model,0.9900990099009901,2020,Undirected
conventional farming,spider community,0.9900990099009901,2020,Undirected
insect assemblage,water quality,0.9900990099009901,2020,Undirected
holometabolous insect,pair rule gene,0.9900990099009901,2020,Undirected
agri environment scheme,rice field,0.9900990099009901,2020,Undirected
conventional farming,weed specie,0.9900990099009901,2020,Undirected
blood meal source,tsetse fly,0.9900990099009901,2020,Undirected
seed feed insect,seed predator,0.9900990099009901,2020,Undirected
blood meal source,species composition,0.9900990099009901,2020,Undirected
bee abundance,pollinator diversity,0.9900990099009901,2020,Undirected
conventional farming,weed control,0.9900990099009901,2020,Undirected
diversity of pollinator,wild bee population,0.9900990099009901,2020,Undirected
diversity of pollinator,urban environment,0.9900990099009901,2020,Undirected
diversity of pollinator,urban area,0.9900990099009901,2020,Undirected
conventional farming,pest community,0.9900990099009901,2020,Undirected
high vertebrate,non model specie,0.9900990099009901,2020,Undirected
secondary metabolite,synthetic pesticide,0.9900990099009901,2020,Undirected
high vertebrate,non model system,0.9900990099009901,2020,Undirected
holometabolous insect,insect metamorphosis,0.9900990099009901,2020,Undirected
insect innate immune system,pea aphid,0.9900990099009901,2020,Undirected
boreal forest,tropical forest,0.9900990099009901,2020,Undirected
biological pest control,effective biological control,0.9900990099009901,2020,Undirected
insect infestation,vegetable production,0.9900990099009901,2020,Undirected
insect infestation,traditional storage structure,0.9900990099009901,2020,Undirected
boreal forest,predation rate,0.9900990099009901,2020,Undirected
holometabolous insect,kr h1 expression,0.9900990099009901,2020,Undirected
conservation outcome,new south wales,0.9900990099009901,2020,Undirected
diversity of pollinator,high specie diversity,0.9900990099009901,2020,Undirected
diversity of pollinator,specie of pollinator,0.9900990099009901,2020,Undirected
secondary pest,wheat grain,0.9900990099009901,2020,Undirected
insect infestation,insect pest infestation,0.9900990099009901,2020,Undirected
high specie diversity,wild bee population,0.9900990099009901,2020,Undirected
biological control program,weed biological control agent,0.9900990099009901,2020,Undirected
insect abundance,soybean yield,0.9900990099009901,2020,Undirected
insect order,key ecosystem service,0.9900990099009901,2020,Undirected
insect order,insectivorous bat,0.9900990099009901,2020,Undirected
high specie richness,pollination of plant,0.9900990099009901,2020,Undirected
sandy loam soil,wcr larvae,0.9900990099009901,2020,Undirected
sandy loam soil,western corn rootworm,0.9900990099009901,2020,Undirected
sandy loam soil,western corn rootworm larvae,0.9900990099009901,2020,Undirected
economic injury level,peach orchard,0.9900990099009901,2020,Undirected
arthropod predator,boreal forest,0.9900990099009901,2020,Undirected
arthropod predator,predation rate,0.9900990099009901,2020,Undirected
arthropod predator,tropical forest,0.9900990099009901,2020,Undirected
black queen cell virus,non native specie,0.9900990099009901,2020,Undirected
honey bee population,varroa destructor,0.9900990099009901,2020,Undirected
black queen cell virus,rna viruse,0.9900990099009901,2020,Undirected
sample of soil,soil sample,0.9900990099009901,2020,Undirected
high specie richness,oribatid mite community,0.9900990099009901,2020,Undirected
arthropod pest,plant pest,0.9900990099009901,2020,Undirected
arthropod pest,sustainable agriculture,0.9900990099009901,2020,Undirected
varroa destructor,western honey bee,0.9900990099009901,2020,Undirected
honey bee population,sustainable agriculture,0.9900990099009901,2020,Undirected
economic loss,insect infestation,0.9900990099009901,2020,Undirected
wcr larvae,western corn rootworm larvae,0.9900990099009901,2020,Undirected
conventional insecticide,pics bag,0.9900990099009901,2020,Undirected
high specie richness,russian far east,0.9900990099009901,2020,Undirected
conventional insecticide,pest management method,0.9900990099009901,2020,Undirected
sanguineus sensu lato,vector bear disease,0.9900990099009901,2020,Undirected
honey bee population,risk assessment,0.9900990099009901,2020,Undirected
insect abundance,pest community,0.9900990099009901,2020,Undirected
diversity of insect,insect community composition,0.9900990099009901,2020,Undirected
diversity of insect,solitary bee species,0.9900990099009901,2020,Undirected
insect abundance,pest infestation,0.9900990099009901,2020,Undirected
scarab beetle,tracheal system,0.9900990099009901,2020,Undirected
science education,student learning,0.9900990099009901,2020,Undirected
abundance of bird,high specie richness,0.9900990099009901,2020,Undirected
sea squirt ciona intestinali,sea urchin strongylocentrotus purpuratus,0.9900990099009901,2020,Undirected
insect abundance,reproductive output,0.9900990099009901,2020,Undirected
high throughput sequencing,insect pollination,0.9900990099009901,2020,Undirected
diversity of insect,yellow pan trap,0.9900990099009901,2020,Undirected
insect abundance,soybean plant,0.9900990099009901,2020,Undirected
economic impact,insecticide application,0.9900990099009901,2020,Undirected
control of pest,synthetic pesticide,0.9900990099009901,2020,Undirected
abundance of insect,important ecosystem service,0.9900990099009901,2020,Undirected
abundance of insect,abundance of pollinator,0.9900990099009901,2020,Undirected
active ingredient,potato beetle,0.9900990099009901,2020,Undirected
insect abundance,little brown bat,0.9900990099009901,2020,Undirected
biological pest control,community diversity,0.9900990099009901,2020,Undirected
economic impact,wing drosophila,0.9900990099009901,2020,Undirected
conventional farming,natural enemy population,0.9900990099009901,2020,Undirected
insect abundance,insect pest infestation,0.9900990099009901,2020,Undirected
insect abundance,leaf damage,0.9900990099009901,2020,Undirected
insect abundance,non crop plant,0.9900990099009901,2020,Undirected
economic impact,spot wing drosophila,0.9900990099009901,2020,Undirected
insect abundance,pest abundance,0.9900990099009901,2020,Undirected
high throughput sequencing,life stage,0.9900990099009901,2020,Undirected
effective biological control,predation rate,0.9900990099009901,2020,Undirected
herbicide application,weed specie,0.9900990099009901,2020,Undirected
herbicide application,weed control,0.9900990099009901,2020,Undirected
insect size,tracheal system,0.9900990099009901,2020,Undirected
insect size,scarab beetle,0.9900990099009901,2020,Undirected
habitat suitability,iberian peninsula,0.9900990099009901,2020,Undirected
important ecosystem service,terrestrial ecosystem,0.9900990099009901,2020,Undirected
honey bee health,risk assessment,0.9900990099009901,2020,Undirected
honey bee health,sustainable agriculture,0.9900990099009901,2020,Undirected
domestic animal,vector bear disease,0.9900990099009901,2020,Undirected
size variation,worker size,0.9900990099009901,2020,Undirected
habitat suitability,long term conservation,0.9900990099009901,2020,Undirected
agricultural insect pest,boll weevil,0.9900990099009901,2020,Undirected
domestic animal,sanguineus sensu lato,0.9900990099009901,2020,Undirected
bee visitation,orchid bee,0.9900990099009901,2020,Undirected
horticultural crop,western flower thrip,0.9900990099009901,2020,Undirected
product insect pest,store product insect,0.9900990099009901,2020,Undirected
important ecosystem service,microbial community,0.9900990099009901,2020,Undirected
biological pest control,entomopathogenic fungus metarhizium anisopliae,0.9900990099009901,2020,Undirected
domestic ruminant,home range,0.9900990099009901,2020,Undirected
habitat structure,insect group,0.9900990099009901,2020,Undirected
synthetic insecticide,synthetic pesticide,0.9900990099009901,2020,Undirected
insect species richness,natural pest control,0.9900990099009901,2020,Undirected
insect species richness,land,0.9900990099009901,2020,Undirected
bat specie,wild bird,0.9900990099009901,2020,Undirected
